make,model,mpg,transmission,gears,drive,disp,cyl,class,sidi,aspiration,fuel,atvType,startStop
Porsche,Cayenne,20.4628,Automatic,8,AWD,3,6,Std SUV,Y,Turbo,Premium,None,Y
Ferrari,488 Pista Spider,16.6115,Manual,7,RWD,3.9,8,Two Seater,Y,Turbo,Premium,None,Y
Ferrari,GTC4Lusso,13.3849,Manual,7,PT 4WD,6.3,12,Minicompact,Y,Natural,Premium,None,Y
MINI,Cooper Convertible,31.3799,Manual,7,FWD,1.5,3,Minicompact,Y,Turbo,Premium,None,Y
BMW,840i xDrive Coupe,23.1997,Automatic,8,AWD,3,6,Subcompact,Y,Turbo,Premium,None,Y
BMW,840i xDrive Convertible,22.6982,Automatic,8,AWD,3,6,Subcompact,Y,Turbo,Premium,None,Y
BMW,M850i xDrive Convertible,19.5915,Automatic,8,AWD,4.4,8,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG E53 4matic Plus Coupe,23.3607,Automatic,9,4WD,3,6,Subcompact,Y,Natural,Premium,Hybrid,Y
MINI,Cooper Hardtop 2 door,31.3799,Manual,7,FWD,1.5,3,Subcompact,Y,Turbo,Premium,None,Y
MINI,Cooper S Hardtop 2 door,29.7917,Manual,7,FWD,2,4,Subcompact,Y,Turbo,Premium,None,N
MINI,Cooper S Hardtop 4 door,29.7917,Manual,7,FWD,2,4,Subcompact,Y,Turbo,Premium,None,N
MINI,John Cooper Works Hardtop,28.909,Automatic,8,FWD,2,4,Subcompact,Y,Turbo,Premium,None,N
Mercedes-Benz,AMG CLS53 4matic Plus,23.4607,Automatic,9,4WD,3,6,Compact,Y,Natural,Premium,Hybrid,Y
Toyota,Prius c,46.239,CVT,1,FWD,1.5,4,Compact,N,Natural,Regular,Hybrid,Y
Acura,RLX Hybrid,28,Manual,7,AWD,3.5,6,Midsize,Y,Natural,Premium,Hybrid,Y
BMW,X2 sDrive28i,26.7696,Automatic,8,FWD,2,4,Midsize,Y,Turbo,Premium,None,Y
BMW,X2 M35i,26.136,Automatic,8,AWD,2,4,Midsize,Y,Turbo,Premium,None,Y
BMW,540i xDrive,24.5634,Automatic,8,AWD,3,6,Midsize,Y,Turbo,Premium,None,Y
BMW,840i Gran Coupe,24.4737,Automatic,8,RWD,3,6,Midsize,Y,Turbo,Premium,None,Y
BMW,840i xDrive Gran Coupe,22.6982,Automatic,8,AWD,3,6,Midsize,Y,Turbo,Premium,None,Y
BMW,M850i xDrive Gran Coupe,19.5915,Automatic,8,AWD,4.4,8,Midsize,Y,Turbo,Premium,None,Y
Maserati,Ghibli S,19.3234,Automatic,8,RWD,3,6,Midsize,Y,Turbo,Premium,None,Y
Mazda,3 5-Door 2WD,29.1829,Manual,6,FWD,2.5,4,Midsize,Y,Natural,Regular,None,N
Mazda,3 5-Door 2WD,29.7883,Automatic,6,FWD,2.5,4,Midsize,Y,Natural,Regular,None,N
Mazda,3 5-Door 4WD,27,Automatic,6,4WD,2.5,4,Midsize,Y,Natural,Regular,None,N
Mercedes-Benz,AMG E53 4matic Plus,24.01,Automatic,9,4WD,3,6,Midsize,Y,Natural,Premium,Hybrid,Y
MINI,Cooper Countryman,28.7714,Manual,7,FWD,1.5,3,Midsize,Y,Turbo,Premium,None,Y
MINI,Cooper S Clubman,29.0313,Manual,7,FWD,2,4,Midsize,Y,Turbo,Premium,None,N
MINI,Cooper S Countryman All4,25.846,Automatic,8,AWD,2,4,Midsize,Y,Turbo,Premium,None,Y
MINI,John Cooper Works Clubman All4,26.096800000000002,Automatic,8,AWD,2,4,Midsize,Y,Turbo,Premium,None,Y
BMW,X1 xDrive28i,25.7833,Automatic,8,AWD,2,4,Large,Y,Turbo,Premium,None,Y
BMW,Alpina B7,19.5915,Automatic,8,AWD,4.4,8,Large,Y,Turbo,Premium,None,Y
Cadillac,CT6 AWD,21.1796,Automatic,10,AWD,3.6,6,Large,Y,Natural,Regular,None,Y
Chevrolet,Impala,21.9191,Automatic,6,FWD,3.6,6,Large,Y,Natural,Regular,None,N
Chevrolet,Impala,21.6458,Automatic,6,FWD,3.6,6,Large,Y,Natural,Regular,FFV,N
Honda,Civic 5Dr,34.2168,CVT,1,FWD,1.5,4,Large,Y,Turbo,Regular,None,N
Honda,Civic 5Dr,31.9837,CVT,7,FWD,1.5,4,Large,Y,Turbo,Premium,None,N
Maserati,Quattroporte S,19.3234,Automatic,8,RWD,3,6,Large,Y,Turbo,Premium,None,Y
Honda,Pilot FWD,22.3536,Automatic,6,FWD,3.5,6,Sm SUV,Y,Natural,Regular,None,N
Mitsubishi,Outlander Sport 2WD,26.5981,CVT,6,FWD,2,4,Sm SUV,N,Natural,Regular,None,N
BMW,X3 xDrive30i,25.6541,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
BMW,X4 xDrive30i,24.9692,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
BMW,X4 M40i,23.1538,Automatic,8,AWD,3,6,Sm SUV,Y,Turbo,Premium,None,Y
Jeep,Wrangler 4WD,22.8165,Automatic,8,4WD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Jeep,Wrangler Unlimited 4WD,21.4822,Automatic,8,4WD,2,4,Sm SUV,Y,Turbo,Regular,Hybrid,Y
Jeep,Wrangler Unlimited 4WD,21,Automatic,8,4WD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Jeep,Wrangler Unlimited 4WD,19.3398,Manual,6,4WD,3.6,6,Sm SUV,N,Natural,Regular,None,Y
Mitsubishi,Eclipse Cross 4WD,25.3444,CVT,8,4WD,1.5,4,Sm SUV,Y,Turbo,Regular,None,N
Dodge,Durango RWD,21.4537,Automatic,8,RWD,3.6,6,Std SUV,N,Natural,Regular,None,Y
Dodge,Durango RWD,16.9243,Automatic,8,RWD,5.7,8,Std SUV,N,Natural,Mid,None,N
Jeep,Grand Cherokee 2WD,21.4537,Automatic,8,RWD,3.6,6,Std SUV,N,Natural,Regular,None,Y
BMW,X5 xDrive50i,18.1312,Automatic,8,AWD,4.4,8,Std SUV,Y,Turbo,Premium,None,Y
BMW,X7 M50i,17.2627,Automatic,8,AWD,4.4,8,Std SUV,Y,Turbo,Premium,None,Y
Dodge,Durango AWD,20.7754,Automatic,8,AWD,3.6,6,Std SUV,N,Natural,Regular,None,Y
Jeep,Grand Cherokee 4WD,20.7754,Automatic,8,AWD,3.6,6,Std SUV,N,Natural,Regular,None,Y
Jeep,Grand Cherokee 4WD,16.6887,Automatic,8,AWD,5.7,8,Std SUV,N,Natural,Mid,None,N
Maserati,Levante,17.1134,Automatic,8,AWD,3,6,Std SUV,Y,Turbo,Premium,None,Y
Maserati,Levante GTS,15.3607,Automatic,8,AWD,3.8,8,Std SUV,Y,Turbo,Premium,None,Y
Mercedes-Benz,E450 Coupe,22.9182,Automatic,9,RWD,3,6,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,E450 Convertible,22.6853,Automatic,9,RWD,3,6,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,E450 4matic Convertible,21.8041,Automatic,9,4WD,3,6,Subcompact,Y,Turbo,Premium,None,Y
Nissan,Versa,35.088,CVT,1,FWD,1.6,4,Compact,N,Natural,Regular,None,N
Nissan,Versa,30,Manual,5,FWD,1.6,4,Compact,N,Natural,Regular,None,N
Ford,Fusion AWD,23.1356,Automatic,6,AWD,2,4,Midsize,Y,Turbo,Regular,None,N
Ford,Fusion FWD,24.8156,Automatic,6,FWD,2,4,Midsize,Y,Turbo,Regular,None,Y
Ford,Fusion Hybrid Taxi,41,CVT,1,FWD,2,4,Midsize,N,Natural,Regular,Hybrid,Y
Lincoln,MKZ AWD,23.1356,Automatic,6,AWD,2,4,Midsize,Y,Turbo,Regular,None,N
Lincoln,MKZ FWD,20.9122,Automatic,6,FWD,3,6,Midsize,Y,Turbo,Regular,None,N
Lincoln,MKZ Hybrid FWD,41,CVT,1,FWD,2,4,Midsize,N,Natural,Regular,Hybrid,Y
Mercedes-Benz,E450 4matic,22.7114,Automatic,9,4WD,3,6,Midsize,Y,Turbo,Premium,None,Y
Toyota,Avalon XLE,25.9247,Automatic,8,FWD,3.5,6,Midsize,Y,Natural,Regular,None,N
Toyota,Avalon,24.9381,Automatic,8,FWD,3.5,6,Midsize,Y,Natural,Regular,None,N
Toyota,Avalon Hybrid XLE,43.6328,CVT,6,FWD,2.5,4,Midsize,Y,Natural,Regular,Hybrid,Y
Mercedes-Benz,S450,21.973,Automatic,9,RWD,3,6,Large,Y,Turbo,Premium,None,Y
Mercedes-Benz,S450 4matic,21.7132,Automatic,9,4WD,3,6,Large,Y,Turbo,Premium,None,Y
Mercedes-Benz,E450 4matic (station wagon),21.8116,Automatic,9,4WD,3,6,Mid St Wagon,Y,Turbo,Premium,None,Y
Chevrolet,Silverado 2WD,17,Automatic,6,RWD,4.3,6,Std Pickup Truck,Y,Natural,Regular,None,N
Chevrolet,Silverado 2WD,19.3275,Automatic,8,RWD,5.3,8,Std Pickup Truck,Y,Natural,Regular,None,Y
Chevrolet,Silverado 2WD,20.0462,Automatic,8,RWD,2.7,4,Std Pickup Truck,Y,Turbo,Regular,None,Y
Chevrolet,Silverado 2WD,16.307,Automatic,6,RWD,5.3,8,Std Pickup Truck,Y,Natural,Regular,FFV,N
Chevrolet,Silverado 2WD,21.0999,Automatic,8,RWD,2.7,4,Std Pickup Truck,Y,Turbo,Regular,None,Y
GMC,Sierra 2WD,20.0462,Automatic,8,RWD,2.7,4,Std Pickup Truck,Y,Turbo,Regular,None,Y
GMC,Sierra 2WD,16.9515,Automatic,6,RWD,5.3,8,Std Pickup Truck,Y,Natural,Regular,None,N
Toyota,Tundra 2WD,14.9383,Automatic,6,FWD,5.7,8,Std Pickup Truck,N,Natural,Regular,None,N
Chevrolet,Silverado 4WD,18,Automatic,8,4WD,5.3,8,Std Pickup Truck,Y,Natural,Regular,None,Y
Chevrolet,Silverado 4WD TrailBoss,18,Automatic,10,4WD,5.3,8,Std Pickup Truck,Y,Natural,Regular,None,Y
Chevrolet,Silverado 4WD,17.2229,Automatic,10,4WD,6.2,8,Std Pickup Truck,Y,Natural,Premium,None,Y
Chevrolet,Silverado 4WD,16.939,Automatic,6,4WD,5.3,8,Std Pickup Truck,Y,Natural,Regular,None,N
Chevrolet,Silverado 4WD TrailBoss,15.8234,Automatic,6,4WD,5.3,8,Std Pickup Truck,Y,Natural,Regular,None,N
Chevrolet,Silverado 4WD,15.7301,Automatic,6,4WD,5.3,8,Std Pickup Truck,Y,Natural,Regular,FFV,N
Chevrolet,Silverado 4WD,20.039,Automatic,8,4WD,2.7,4,Std Pickup Truck,Y,Turbo,Regular,None,Y
Chevrolet,Silverado 4WD,16.724,Automatic,6,4WD,4.3,6,Std Pickup Truck,Y,Natural,Regular,None,N
GMC,Sierra 4WD,18.1521,Automatic,8,4WD,5.3,8,Std Pickup Truck,Y,Natural,Regular,None,Y
GMC,Sierra 4WD,18.5543,Automatic,10,4WD,5.3,8,Std Pickup Truck,Y,Natural,Regular,None,Y
GMC,Sierra 4WD AT4,18,Automatic,10,4WD,5.3,8,Std Pickup Truck,Y,Natural,Regular,None,Y
GMC,Sierra 4WD,20.0462,Automatic,8,4WD,2.7,4,Std Pickup Truck,Y,Turbo,Regular,None,Y
GMC,Sierra 4WD,16.9303,Automatic,10,4WD,6.2,8,Std Pickup Truck,Y,Natural,Premium,None,Y
GMC,Sierra 4WD AT4,17.2528,Automatic,10,4WD,6.2,8,Std Pickup Truck,Y,Natural,Premium,None,Y
GMC,Sierra 4WD AT4,16,Automatic,6,4WD,5.3,8,Std Pickup Truck,Y,Natural,Regular,None,N
GMC,Sierra 4WD AT4,23.8267,Automatic,10,4WD,3,6,Std Pickup Truck,N,Turbo,Diesel,Diesel,Y
GMC,Sierra 4WD,20.039,Automatic,8,4WD,2.7,4,Std Pickup Truck,Y,Turbo,Regular,None,Y
GMC,Sierra 4WD,16.724,Automatic,6,4WD,4.3,6,Std Pickup Truck,Y,Natural,Regular,None,N
Toyota,Tundra 4WD,14.4695,Automatic,6,PT 4WD,5.7,8,Std Pickup Truck,N,Natural,Regular,None,N
Chevrolet,Silverado Cab Chassis 2WD,17,Automatic,6,RWD,4.3,6,SPV,Y,Natural,Regular,None,N
Chevrolet,Silverado Cab Chassis 4WD,14.9623,Automatic,6,4WD,4.3,6,SPV,Y,Natural,Regular,None,N
GMC,Sierra Cab Chassis 4WD,14.9623,Automatic,6,4WD,4.3,6,SPV,Y,Natural,Regular,None,N
GMC,Sierra Cab Chassis 4WD,15,Automatic,6,4WD,5.3,8,SPV,Y,Natural,Regular,None,N
GMC,Sierra Cab Chassis 2WD,15.2644,Automatic,6,RWD,5.3,8,SPV,Y,Natural,Regular,None,N
Jeep,Compass FWD,25.4013,Automatic,6,FWD,2.4,4,Sm SUV,N,Natural,Regular,None,Y
Jeep,Compass FWD,26.1675,Manual,6,FWD,2.4,4,Sm SUV,N,Natural,Regular,None,N
BMW,X3 sDrive30i,26.574,Automatic,8,RWD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
Cadillac,XT5 AWD,20.3484,Automatic,9,AWD,3.6,6,Sm SUV,Y,Natural,Regular,None,Y
Jeep,Compass 4WD,24.8726,Automatic,9,AWD,2.4,4,Sm SUV,N,Natural,Regular,None,Y
Jeep,Compass 4WD,25.0366,Manual,6,AWD,2.4,4,Sm SUV,N,Natural,Regular,None,N
Mercedes-Benz,GLC300 4matic,23.5319,Automatic,9,4WD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
GMC,Acadia FWD,21.5304,Automatic,9,FWD,3.6,6,Std SUV,Y,Natural,Regular,None,Y
Toyota,Sequoia 2WD,14.8192,Automatic,6,RWD,5.7,8,Std SUV,N,Natural,Regular,None,N
GMC,Acadia AWD,20.5591,Automatic,9,AWD,3.6,6,Std SUV,Y,Natural,Regular,None,Y
Ferrari,F8 Tributo,16.3165,Manual,7,RWD,3.9,8,Two Seater,Y,Turbo,Premium,None,Y
Honda,Civic 2Dr,30,Manual,6,FWD,1.5,4,Compact,Y,Turbo,Premium,None,N
Mazda,3 4-Door 2WD,29.618,Automatic,6,FWD,2.5,4,Compact,Y,Natural,Regular,None,N
Mazda,3 4-Door 2WD,30.177,Automatic,6,FWD,2.5,4,Compact,Y,Natural,Regular,None,N
Mercedes-Benz,C300 4matic,26.2415,Automatic,9,4WD,2,4,Compact,Y,Turbo,Premium,None,Y
Mercedes-Benz,C300,27.9657,Automatic,9,RWD,2,4,Compact,Y,Turbo,Premium,None,Y
MINI,Cooper S Clubman All4,26.3903,Automatic,8,AWD,2,4,Midsize,Y,Turbo,Premium,None,Y
GMC,Sierra 2WD,19.8308,Automatic,8,RWD,5.3,8,Std Pickup Truck,Y,Natural,Regular,None,Y
Chrysler,Pacifica,22.2452,Automatic,9,FWD,3.6,6,Minivan,N,Natural,Regular,None,Y
Honda,Odyssey,22.4504,Automatic,10,FWD,3.5,6,Minivan,Y,Natural,Regular,None,Y
Mercedes-Benz,GLC300 4matic Coupe,23.7303,Automatic,9,4WD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
Volvo,XC90 AWD,20.7216,Automatic,8,AWD,2,4,Std SUV,Y,Super+Turbo,Premium,None,Y
Ford,Fusion Energi Plug-in Hybrid,41.7,CVT,1,FWD,2,4,Midsize,N,Natural,Regular,Plug-in Hybrid,Y
Ford,Fusion Special Service PHEV,41.5,CVT,1,FWD,2,4,Midsize,N,Natural,Regular,Plug-in Hybrid,Y
Lotus,Evora,18.9178,Manual,6,RWD,3.5,6,Minicompact,N,Super,Premium,None,N
Lotus,Evora,19.5953,Automatic,6,RWD,3.5,6,Minicompact,N,Super,Premium,None,N
Lotus,Evora GT,20.021,Manual,6,RWD,3.5,6,Minicompact,N,Super,Premium,None,N
Mercedes-Benz,C300 4matic Coupe,24.6703,Automatic,9,4WD,2,4,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,C300 4matic Convertible,23.7755,Automatic,9,4WD,2,4,Subcompact,Y,Turbo,Premium,None,Y
Lexus,ES 350 F Sport,25.0685,Automatic,8,FWD,3.5,6,Midsize,Y,Natural,Regular,None,N
Lexus,ES 300h,44.0943,CVT,6,FWD,2.5,4,Midsize,Y,Natural,Regular,Hybrid,Y
Nissan,Maxima,24.2133,CVT,7,FWD,3.5,6,Midsize,N,Natural,Premium,None,N
Toyota,Prius,52.2434,CVT,1,FWD,1.8,4,Midsize,N,Natural,Regular,Hybrid,Y
Porsche,Panamera,22,Manual,8,RWD,3,6,Large,Y,Turbo,Premium,None,Y
Porsche,Panamera 4,22.3176,Manual,8,4WD,3,6,Large,Y,Turbo,Premium,None,Y
Porsche,Panamera 4 Executive,22.3176,Manual,8,4WD,3,6,Large,Y,Turbo,Premium,None,Y
Porsche,Panamera 4 ST,21.9285,Manual,8,4WD,3,6,Large,Y,Turbo,Premium,None,Y
Porsche,Panamera 4S,21,Manual,8,4WD,2.9,6,Large,Y,Turbo,Premium,None,Y
Porsche,Panamera 4S Executive,21,Manual,8,4WD,2.9,6,Large,Y,Turbo,Premium,None,Y
Porsche,Panamera 4S ST,20,Manual,8,4WD,2.9,6,Large,Y,Turbo,Premium,None,Y
Porsche,Panamera GTS,18.8765,Manual,8,AWD,4,8,Large,Y,Turbo,Premium,None,Y
Porsche,Panamera GTS ST,18.2114,Manual,8,AWD,4,8,Large,Y,Turbo,Premium,None,Y
Porsche,Panamera Turbo Exec,20.9847,Manual,8,AWD,4,8,Large,Y,Turbo,Premium,None,Y
Porsche,Panamera Turbo ST,19.7064,Manual,8,AWD,4,8,Large,Y,Turbo,Premium,None,Y
Mercedes-Benz,Metris (Passenger Van),21.4657,Automatic,7,RWD,2,4,SPV,Y,Turbo,Premium,None,Y
Mercedes-Benz,Metris (Cargo Van),22.3437,Automatic,7,RWD,2,4,SPV,Y,Turbo,Premium,None,Y
Mercedes-Benz,"Metris (Cargo Van, LWB)",22.472,Automatic,7,RWD,2,4,SPV,Y,Turbo,Premium,None,Y
Mercedes-Benz,Metris (Passenger Van),20.8058,Automatic,7,RWD,2,4,SPV,Y,Turbo,Premium,None,N
Mercedes-Benz,Metris (Cargo Van),21.7289,Automatic,7,RWD,2,4,SPV,Y,Turbo,Premium,None,N
Ram,Promaster City,23.7776,Automatic,9,FWD,2.4,4,SPV,N,Natural,Regular,None,N
Ford,Explorer HEV RWD,27.6521,Automatic,10,RWD,3.3,6,Std SUV,Y,Natural,Regular,Hybrid,Y
Toyota,4Runner 2WD,17.4613,Automatic,5,RWD,4,6,Std SUV,N,Natural,Regular,None,N
Toyota,4Runner 4WD,17.0999,Automatic,5,PT 4WD,4,6,Std SUV,N,Natural,Regular,None,N
Toyota,Land Cruiser Wagon 4WD,14.2639,Automatic,8,4WD,5.7,8,Std SUV,N,Natural,Regular,None,N
Chrysler,Pacifica Hybrid,29.5207,CVT,1,FWD,3.6,6,Minivan,N,Natural,Regular,Plug-in Hybrid,Y
Volvo,V60 AWD PHEV,30.3,Automatic,8,AWD,2,4,Sm St Wagon,Y,Natural,Premium,Plug-in Hybrid,Y
Volvo,XC60 AWD PHEV,26.6,Automatic,8,AWD,2,4,Sm SUV,Y,Natural,Premium,Plug-in Hybrid,Y
Volvo,XC90 AWD PHEV,26.8,Automatic,8,AWD,2,4,Std SUV,Y,Natural,Premium,Plug-in Hybrid,Y
Toyota,86,26.9993,Automatic,6,RWD,2,4,Minicompact,Y,Natural,Premium,None,N
Toyota,86,23.7198,Manual,6,RWD,2,4,Minicompact,Y,Natural,Premium,None,N
Ford,Mustang,24.3461,Manual,6,RWD,2.3,4,Subcompact,Y,Turbo,Regular,None,N
Ford,Mustang,18.3457,Manual,6,RWD,5,8,Subcompact,N,Natural,Regular,None,N
Ford,Mustang Convertible,23.043,Automatic,10,RWD,2.3,4,Subcompact,Y,Turbo,Regular,None,N
Ford,Mustang,18.8281,Automatic,10,RWD,5,8,Subcompact,N,Natural,Regular,None,N
Ford,Mustang Convertible,18.3437,Automatic,10,RWD,5,8,Subcompact,N,Natural,Regular,None,N
Ford,Mustang HO Convertible,21.8873,Manual,6,RWD,2.3,4,Subcompact,Y,Turbo,Regular,None,N
Lexus,RX 350,22.6244,Automatic,8,FWD,3.5,6,Sm SUV,Y,Natural,Regular,None,N
Chevrolet,Blazer AWD,20.5591,Automatic,9,AWD,3.6,6,Sm SUV,Y,Natural,Regular,None,Y
Lexus,RX 350 L AWD,21.237,Automatic,8,AWD,3.5,6,Sm SUV,Y,Natural,Regular,None,N
Dodge,Durango SRT AWD,15.1196,Automatic,8,AWD,6.4,8,Std SUV,N,Natural,Premium,None,N
Lexus,RX 450h AWD,29.7574,CVT,6,AWD,3.5,6,Std SUV,Y,Natural,Premium,Hybrid,Y
Lexus,RX 450h L AWD,29,CVT,6,AWD,3.5,6,Std SUV,Y,Natural,Premium,Hybrid,Y
Lexus,LX 570,13.8684,Automatic,8,4WD,5.7,8,Std SUV,N,Natural,Premium,None,N
Porsche,911 Carrera S,20,Manual,8,RWD,3,6,Minicompact,Y,Turbo,Premium,None,Y
Porsche,911 Carrera S Cabriolet,20,Manual,8,RWD,3,6,Minicompact,Y,Turbo,Premium,None,Y
Audi,A3 quattro,24.7718,Manual,7,AWD,2,4,Subcompact,Y,Turbo,Regular,None,Y
Audi,A3 Cabriolet quattro,24.7718,Manual,7,AWD,2,4,Subcompact,Y,Turbo,Regular,None,Y
Audi,S3,24.6914,Manual,7,AWD,2,4,Subcompact,Y,Turbo,Premium,None,Y
Audi,TTS Coupe,25.0431,Manual,7,AWD,2,4,Subcompact,Y,Turbo,Premium,None,Y
Bentley,Continental GT,18.9656,Manual,8,AWD,4,8,Subcompact,Y,Turbo,Premium,None,Y
BMW,M8 Coupe,17.0858,Automatic,8,AWD,4.4,8,Subcompact,Y,Turbo,Premium,None,Y
BMW,M8 Convertible,17.0858,Automatic,8,AWD,4.4,8,Subcompact,Y,Turbo,Premium,None,Y
BMW,M8 Competition Convertible,17.0858,Automatic,8,AWD,4.4,8,Subcompact,Y,Turbo,Premium,None,Y
Ford,Shelby GT350 Mustang,16.1976,Manual,6,RWD,5.2,8,Subcompact,N,Natural,Premium,None,N
Mercedes-Benz,CLA250,28.4696,Manual,7,FWD,2,4,Compact,Y,Turbo,Premium,None,Y
Toyota,Yaris,34.2683,Manual,6,FWD,1.5,4,Compact,Y,Natural,Regular,None,N
Toyota,Yaris,35,Automatic,6,FWD,1.5,4,Compact,Y,Natural,Regular,None,N
Audi,A6 quattro,27.016,Manual,7,AWD,2,4,Midsize,Y,Turbo,Premium,Hybrid,Y
BMW,M5,17.0858,Automatic,8,AWD,4.4,8,Midsize,Y,Turbo,Premium,None,Y
Mercedes-Benz,E350 4matic,24.9303,Automatic,9,4WD,2,4,Midsize,Y,Turbo,Premium,None,Y
Rolls-Royce,Wraith,14.1837,Automatic,8,RWD,6.6,12,Midsize,Y,Turbo,Premium,None,N
Subaru,Impreza 4-Door,26.2667,Manual,5,AWD,2,4,Midsize,Y,Natural,Regular,None,N
Subaru,Impreza 4-Door,31.362,CVT,7,AWD,2,4,Midsize,Y,Natural,Regular,None,N
Subaru,Impreza Sport 4-Door,26.2235,Manual,5,AWD,2,4,Midsize,Y,Natural,Regular,None,N
Subaru,Impreza Sport 4-Door,30.443,CVT,7,AWD,2,4,Midsize,Y,Natural,Regular,None,N
Toyota,Camry,26.1901,Automatic,8,FWD,3.5,6,Midsize,Y,Natural,Regular,None,N
Toyota,Camry XLE/XSE,31.2823,Automatic,8,FWD,2.5,4,Midsize,Y,Natural,Regular,None,N
Toyota,Camry Hybrid LE,51.7504,CVT,6,FWD,2.5,4,Midsize,Y,Natural,Regular,Hybrid,Y
Toyota,Camry Hybrid XLE/SE,46.2351,CVT,6,FWD,2.5,4,Midsize,Y,Natural,Regular,Hybrid,Y
Toyota,Camry TRD,25.1187,Automatic,8,FWD,3.5,6,Midsize,Y,Natural,Regular,None,N
BMW,X1 sDrive28i,27.1815,Automatic,8,FWD,2,4,Large,Y,Turbo,Premium,None,Y
Rolls-Royce,Phantom,14.391,Automatic,8,RWD,6.7,12,Large,Y,Turbo,Premium,None,N
Rolls-Royce,Ghost,13.8915,Automatic,8,RWD,6.6,12,Large,Y,Turbo,Premium,None,N
Subaru,Impreza 5-Door,26.4104,Manual,5,AWD,2,4,Sm St Wagon,Y,Natural,Regular,None,N
Subaru,Impreza 5-Door,30.765,CVT,7,AWD,2,4,Sm St Wagon,Y,Natural,Regular,None,N
Subaru,Impreza Sport 5-Door,30.2489,CVT,7,AWD,2,4,Sm St Wagon,Y,Natural,Regular,None,N
Rolls-Royce,Cullinan,14.3027,Automatic,8,AWD,6.7,12,Mid St Wagon,Y,Turbo,Premium,None,N
Toyota,Tacoma 2WD,21.0804,Automatic,6,RWD,2.7,4,Sm Pickup Truck,N,Natural,Regular,None,N
Toyota,Tacoma 4WD,19.8415,Automatic,6,PT 4WD,3.5,6,Sm Pickup Truck,Y,Natural,Regular,None,N
Toyota,Tacoma 4WD,18.4907,Manual,6,PT 4WD,3.5,6,Sm Pickup Truck,Y,Natural,Regular,None,N
Toyota,Tacoma 4WD,20.0556,Automatic,6,PT 4WD,2.7,4,Sm Pickup Truck,N,Natural,Regular,None,N
Jeep,Renegade 2WD,26.9515,Automatic,9,FWD,1.3,4,Sm SUV,Y,Turbo,Regular,None,Y
Jeep,Renegade 2WD,24.8726,Automatic,9,FWD,2.4,4,Sm SUV,N,Natural,Regular,None,N
Lincoln,Nautilus FWD,23,Automatic,8,FWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Audi,Q3 quattro,22.1236,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Jeep,Renegade Trailhawk 4WD,23.8332,Automatic,9,AWD,1.3,4,Sm SUV,Y,Turbo,Regular,None,Y
Mercedes-Benz,GLA250 4matic,25.4592,Manual,7,4WD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
Mitsubishi,Outlander 4WD,22,Automatic,6,4WD,3,6,Sm SUV,N,Natural,Premium,None,N
Nissan,Armada 2WD,16.0715,Automatic,7,RWD,5.6,8,Std SUV,Y,Natural,Regular,None,N
BMW,X7 xDrive40i,21.7788,Automatic,8,AWD,3,6,Std SUV,Y,Turbo,Premium,None,Y
Lamborghini,Urus,13.9329,Automatic,8,AWD,4,8,Std SUV,Y,Turbo,Premium,None,Y
Honda,Accord 2.0T Sport/Touring,25.9525,Automatic,10,FWD,2,4,Midsize,Y,Turbo,Regular,None,N
Infiniti,Q50,23.0508,Automatic,7,RWD,3,6,Midsize,Y,Turbo,Premium,None,N
Infiniti,Q50 AWD,21.8651,Automatic,7,AWD,3,6,Midsize,Y,Turbo,Premium,None,N
Infiniti,Q50 Red Sport,22.0312,Automatic,7,RWD,3,6,Midsize,Y,Turbo,Premium,None,N
Honda,Accord,29.7143,Manual,6,FWD,1.5,4,Large,Y,Turbo,Regular,None,N
Honda,Accord,33.3031,CVT,1,FWD,1.5,4,Large,Y,Turbo,Regular,None,N
Honda,Accord,31.3482,CVT,7,FWD,1.5,4,Large,Y,Turbo,Regular,None,N
Honda,Accord,25.6759,Manual,6,FWD,2,4,Large,Y,Turbo,Regular,None,N
Honda,Accord,27.0324,Automatic,10,FWD,2,4,Large,Y,Turbo,Regular,None,N
Ford,Escape FWD,30.2418,Automatic,8,FWD,1.5,3,Sm SUV,Y,Turbo,Regular,None,Y
Ford,Edge FWD,23.9752,Automatic,8,FWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Lincoln,Corsair FWD,24.6965,Automatic,8,FWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Ford,Edge AWD,23,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
